given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,id record
connor,grewen,2.0,benny place,the gums,crescnet head,3067,vic,19450207.0,7329507,B_13837
mitchell,hruby,23.0,illidge place,milrbodale,crescent head,6225,qld,19790712.0,3945815,B_13838
may,ryan,87.0,medley strneet,glen cho,westmead,2500,nsw,19360504.0,5518965,B_13839
cale,spurden,119.0,mcalpine place,greensopes,boyne islynd,4228,sa,19580816.0,8017617,B_13840
jack,morell,74.0,horrocks street,ulinga,toorak,2000,vic,19371115.0,2710625,B_13841
amber,canavna,,,karinga park,hawthorn,2540,vic,19820904.0,1356721,B_13842
elton,shadbolt,35.0,finniss rcescent,riverbend,bacchus marshv,4197,vic,19031005.0,1581334,B_13843
hayley,benger,125.0,mckailcrescent,rosetta ivllage,southbank,5048,nsw,19390818.0,2726971,B_13844
erri,sindorff,15.0,lansell circuit,palestine,yagoona,2148,sa,19671114.0,5791840,B_13845
ruvben,weaver,,stevenson street,talling park,wahroonga,5280,vic,19730324.0,1196393,B_13846
alyssa,klusk,17.0,woodgrovw close,b,keiraville,4125,vic,19170822.0,4937438,B_13847
jackson,campbell,10.0,marungal avenue,,kunwaraara,2445,qkd,19420220.0,7928114,B_13848
alissa,yelds,2.0,bingley crescent,woodlands house,leeton,3012,sa,19881106.0,8003824,B_13849
joshua,yeoman,7.0,drysdale circuit,,camp holl,6150,nsw,19791212.0,3599370,B_13850
jenna,nguyen,85.0,diselmaplace,villz2,collinswood,4343,nsw,19630325.0,2861961,B_13851
oula,hagget,18.0,southern cross drive,woodleigh,lilydale,328,vic,19000625.0,3064629,B_13852
luke,abrahamson,56.0,deepdale farm,vowles road,taringa,5330,nsw,19170625.0,4386896,B_13853
whiet,ethgn,23.0,chippindallcircuit,keralta,moura,4152,wa,19411106.0,9247028,B_13854
burrill,lucinda,31.0,corrdiella,bamir square,inglewood,4575,qld,19471211.0,4875837,B_13855
grace,gully,201.0,karrugangc ircuit,milbrodale,eldorado,2835,nsw,19930330.0,8575092,B_13856
anthuony,gripton,5.0,wybalena grove,westella,peregian beach,3020,nsw,19890804.0,4803978,B_13857
jayde,enebxerg,44.0,donohoe p lace,professionalcentre,kahibah,6163,nsw,19750318.0,5568018,B_13858
zac,doman,112.0,buvelotstreet,,ballarat,2097,qld,19150628.0,7022901,B_13859
danika,mcvciar,25.0,maclagan street,rosed ale,canterbury,4350,vic,19550817.0,3962564,B_13860
nicholas,colquhoun,241.0,chataway crescent,gibraltar,blandford,2166,qld,,2145262,B_13861
elizabeth,wojciechowski,16.0,walkercerscent,,winston jills,3066,nsw,,6972527,B_13862
bryce,clarke,15.0,kellick lplace,beau-ridge,mill park,4413,tas,19821213.0,6173366,B_13863
james,truman,4.0,shirra close,red hils,wallsgend,4212,act,19740918.0,9244854,B_13864
ayla,poor,11.0,cowdery lpace,richmond caravan park,burwood east,2200,nsw,19200801.0,8015794,B_13865
,carullo,66.0,longman street,home vlge,mawson,4572,nss,19260527.0,5895140,B_13866
hayden,mortlock,5.0,,alices downs,kulikup,4805,qld,19570219.0,3860930,B_13867
mvanvy,jard,2.0,northbouryne avenue,york hopse,mitxham,3141,qld,19431210.0,3744694,B_13868
ebert,lacrlan,37.0,barcoop lace,low ponds,cirio,3191,sa,19720105.0,4689114,B_13869
connor,neumann,302.0,debenham atreet,sandalford homestead,the entrance,2774,vic,19790629.0,1382097,B_13870
grene,paris,19.0,,glendower,frankston,5159,,19291117.0,7101331,B_13871
jordan,lahz,53.0,scantleburycrescentj,argyl square,hamilton,2153,aw,19760111.0,1854713,B_13872
green,benjamin,11.0,marou place,citycentre plaza,clear mountain,5115,nsw,19810305.0,8410885,B_13873
sascha,dema rco,3.0,franks place,tantadlon,gracetown,5169,tas,19960906.0,9430667,B_13874
lily,kradolfer,13.0,wanganekn vaenue,broughtonbrook,toowoomba,2750,vic,19501111.0,9815770,B_13875
madeleine,white,50.0,hunter street,universityhsores,marlow lagoon,2500,sa,19401228.0,6386791,B_13876
anari,burrill,41.0,burrinjuc crescent,,east freemantle,2537,wa,19671115.0,7891299,B_13877
blake,howie,1.0,belmont park belted galloway stud,cutlack street,budgewoi,6071,vic,19250301.0,5180548,B_13878
thomaus,campbell,35.0,lethbridge street,scenic lodge,paddington,2450,nsw,19610710.0,5974512,B_13879
,greeln,32.0,brockway circuit,nuffield village,torrensvlle,4221,nsw,19591115.0,4867858,B_13880
liam,maclennan,6.0,wrixon street,glenmo re,highett,5125,vic,19411104.0,3268350,B_13881
joshu a,fitzpatrick,10.0,groveland crescent,toolebewong farm,carrum,3012,vic,19110616.0,2933121,B_13882
elie,reid,35.0,nemarang crescent,brandywines tud,jarra creek,4051,wa,19090612.0,3825290,B_13883
alexandpra,strers,38.0,banambils streetf,,taree,2820,vic,19560329.0,6925665,B_13884
matisse,chandelr,362.0,mcbryde crescent,21st,gowrie,3498,wa,19980731.0,5696159,B_13885
mollie,sherriff,9.0,dalley crescent,tarliunp,newstaed,4207,qld,19051216.0,5596459,B_13886
kyle,genovese,,harrington circuit,anzac house (cnr archer s street,port luincoln,4725,vic,19780805.0,8478623,B_13887
ljosbtad,jackson,2.0,hensman s treet,,berwick,5422,nsw,19640817.0,9825573,B_13888
alexander,ryan,2.0,cooksey place,,ormond,2036,qld,19490816.0,3562579,B_13889
courtney,hylhd,2.0,gask place,sec 1,cobar,2263,vic,19511001.0,9099158,B_13890
michael,webb,22.0,karrugangdcircuit,brentwood village,bokarina,2280,nsw,19571020.0,3226586,B_13891
,clarkd,,streeter place,riverside plaza,port lincoln,2090,sa,19700607.0,1250298,B_13892
henry,greenhaplgh,2.0,,,shorncliffe,4516,wa,19670212.0,3335029,B_13893
john,ryan,,chuculba crescent,redfern station,,4605,vic,19840524.0,2056918,B_13894
maddison,fullgraxbe,44.0,hardey place,allunwga,forest glen,5070,qld,19110327.0,3898794,B_13895
matthw,gartz,60.0,cromwell circuit,mari-ma farm,holden hill,812,nsw,19000327.0,9274478,B_13896
emiily,ticey,6.0,hazel street,duck creek,cooloongup,800,nsw,19591017.0,6058396,B_13897
raquel,staude,44.0,ebdens treet,,terrey hills,3087,nsw,,2866688,B_13898
hewson,shantal,28.0,jardine street,,vermont,2750,qld,19140410.0,4042276,B_13899
,hindmarch,12.0,clisby close,florina park,bondi junction,4043,sw,19140616.0,9203492,B_13900
shane,clayfon,4.0,topp place,north nowra shopping centre,gunaldaa,2257,vic,19300311.0,7717125,B_13901
rachael,dent,4.0,knox street,lakdwood dstatd,byford,4129,vic,19280722.0,1683994,B_13902
painter,eva,116.0,castleton bcrescent,mawingo,malvern east,3338,nsw,19770419.0,6468703,B_13903
maier,rhet,6.0,,lindisfarme,marsden,5251,qld,19420726.0,5663323,B_13904
webb,maggie,5.0,eucumbene drive,hawkins maosnic vlge,elwood,2265,nsw,19060830.0,3505267,B_13905
tobt,chater,16.0,holland street,inne s est,keysborough,2885,vic,19440624.0,2828200,B_13906
michhdlh,rickett,13.0,sorlie place,terra nostra,robina,5157,nsw,19920309.0,4084583,B_13907
ryan,werh,51.0,marconi crescent,lassvwade,robertson,2165,qld,19990627.0,6787650,B_13908
maddiason,newpptr,,bingle street,burrendong est,burwood east,4818,nsw,19590707.0,5640367,B_13909
flynn,laing,191.0,partridge street,,goonellabah,3021,nsw,19730524.0,8183648,B_13910
bryce,clarke,15.0,kellick lplace,beau-ridge,mill park,4413,tas,19821213.0,6173366,B_13911
james,hyland,42.0,hurley street,springmount,emu plains,3207,nsw,19870607.0,7791293,B_13912
michael,leslie,2.0,kirwanciircuit,blenmorje,bangor,1350,qld,19350423.0,7283323,B_13913
alexander,vitkunnas,17.0,catani place,kelindy ridge,kilhoy,2285,vic,19991216.0,6469394,B_13914
emmerson,dolan,339.0,tewksbury circuit,weefroona,parkside,3216,nsw,19180630.0,3018384,B_13915
caitlin,,24.0,eyre street,retirement village,worongary,2830,nsw,19420102.0,1257356,B_13916
shakirah,van der steege,51.0,newdegate street,airforce memorial estate,darlinton,3630,tas,19580903.0,2487904,B_13917
william,everett,140.0,hall street,fernbank,bull creek,7184,tas,19921006.0,2805870,B_13918
bethany,godfrey,3.0,culleb street,sunning,narellan vale,3603,qld,19330508.0,4827546,B_13919
alia,haydock-wilson,6.0,croton street,kimberley,the ecntrance,3132,nsw,19901212.0,3171888,B_13920
callum,teti,686.0,wheelwright crescent,,brighton,4018,wa,19260102.0,9064672,B_13921
tylee,berryman,223.0,broad place,villai3,clayton,6355,vic,19901803.0,2531288,B_13922
kadin,crosswell,38.0,,karobean,leongatha south,2070,vic,19410715.0,4079644,B_13923
mitchell,trowse,22.0,boolee street,john flynn medical centre,malvern,4350,vic,19640225.0,4579159,B_13924
riley,webv,5.0,dent pla ce,,meadow srpings,2262,wa,19161013.0,1897297,B_13925
harley,mclsine,419.0,john young crescent,,hamilton,2621,qld,19380511.0,5510205,B_13926
colquhoun,jack,17.0,,glenburn,parramatta,2000,nsw,19660816.0,1194516,B_13927
timothy,elphixck,28.0,waratah street,main beach medcial centre,,6096,vic,19391124.0,3887226,B_13928
joshua,golden,22.0,mcintoshusreet,ra23 f102,noble park,2753,sa,19940329.0,1150948,B_13929
mackenzie,beams,47.0,britten-johes drive,shenstone park,bundarra,5108,,,5225201,B_13930
emiily,rofi,56.0,darwinia terrace,oma,hawthorn,3173,qld,19600518.0,9178046,B_13931
shenae,leslie,45.0,jacka crescent,villa 5,oakleigh,4151,qld,19710804.0,4216793,B_13932
jayden,blake,3.0,kemsley placex,mlc ceyntre,kariong,2210,qld,19020112.0,7106228,B_13933
elana,camepbell,12.0,crisp circuit,broughton brook,midland,2768,qld,19720103.0,9877933,B_13934
kiana,huxley,12.0,southern close,little dale,maryborough,2517,nsw,19140529.0,1728316,B_13935
jessica,maynard,15.0,alchera vlge,archdall street,bourke,3141,nsw,19471209.0,7562694,B_13936
courtney,clarke,24.0,myles connell crescent,,northgate,4621,nsw,19410813.0,8144739,B_13937
mia,white,40.0,dyson street,dishley farm,elsternwick,7249,sa,19410125.0,1462412,B_13938
alaiyah,cowle,132.0,burbidge crescent,vali czre,pomborneit,3824,nsw,19801112.0,5015237,B_13939
hayley,covwno,18.0,von guerard crescent,karingah,oatlands,2380,nsw,19151011.0,1653948,B_13940
olivia,sieq,41.0,culgoa circuit,brindabella specialist centre,cooloongup,2085,wa,19341220.0,7170445,B_13941
joshua,arribas,30.0,nicholas street,dangaroo park,kirwan,4086,nt,19800502.0,7705455,B_13942
mitchell,crossman,75.0,wakefiel d garden,fairburn park,charlestown,3995,vic,19751101.0,4081790,B_13943
neumann,alice,82.0,lindsay island,shand place,karrtaha,3113,qld,19731130.0,8004272,B_13944
chelxea,rusan,50.0,osburn drive,hansonse state,puncbhowl,4869,nsw,19091017.0,6615930,B_13945
alexander,vitkunnas,17.0,catani place,kelindy ridge,kilhoy,2285,vicz,19991216.0,6469394,B_13946
jakce,hznks,11.0,meares place,,mentone,2038,nsw,19380614.0,4349715,B_13947
whte,tarnee,22.0,max henry crescent,maf-ue arabians,dallarat,2680,nsw,19501101.0,4846207,B_13948
alissa,leong,,maranoa street,,windang,2785,vic,19380612.0,2265634,B_13949
vianca,rya,5.0,maieeba stieet,manila,leichhardt,2480,tas,19211205.0,7065063,B_13950
webbw,angie,18.0,ross smith crescent,,hughes,2380,nsw,19320523.0,7667880,B_13951
cade,newport,,britten-jeneds drive,the prk,warnbro,2266,qld,,2081552,B_13952
brooke,homles,,yiman street,high valley,camra,5043,nsw,19360812.0,5450160,B_13953
monique,novak,8.0,garanya street,bells hmlls,dianella,2611,vic,19050719.0,9734143,B_13954
bradley,sribar,32.0,sturt avenue,everge en,buronga,2710,sa,19511217.0,9160808,B_13955
elly,miles,2.0,vidal place,pacific regis,loganlea,6062,qld,19451126.0,5179731,B_13956
joshua,george,24.0,rose scottcircuit,ponderossa,goonellbaah,2464,nsw,19250202.0,9620943,B_13957
,lombardi,6.0,quandong street,warialda,granivlle,5410,qld,19080313.0,1317582,B_13958
katelyn,dountsis,111.0,goldner circuit,cremon astud,mulgrav eeast,2256,nsw,19430612.0,6491584,B_13959
,george,3.0,steinwedel atreet,glendal stud,gumdale,6020,vic,19270723.0,7682028,B_13960
sasia,roberti,2070.0,wiburd street,dodonaea wing,rose bay,4078,vic,19691123.0,5721375,B_13961
matthew,walms,1121.0,massi e place,the stockyards,dalby,3352,nsw,19280328.0,6147905,B_13962
benjamin,hyland,14.0,coxen street,rowethrpe,yaroomba,5044,vic,19921225.0,8509780,B_13963
brianna,blackwell,20.0,john russdll circuit,yarrandoo,cremorne,3192,nsw,19430515.0,6543804,B_13964
jcak,raward,125.0,eaves street,,ridgeway,6233,act,19800919.0,7286272,B_13965
rile,grubvb,377.0,abercrombie circuit,lapstone,burwood,6338,vic,19040332.0,2728665,B_13966
,whishaw,25.0,roseberyhfll,ashcroft crescent,vaucluse,4607,nsw,19070127.0,3381395,B_13967
rachel,campbell,48.0,dutton sitreet,the wiklows,wendouree,3129,nsw,19710314.0,6934561,B_13968
leon,clarke,25.0,upper green farm,antill xtreet,laverton,2115,sa,19540826.0,3910047,B_13969
charlie,zimmermnn,68.0,tebbutt place,nuffield village,carnegie,3140,vic,19681220.0,2564958,B_13970
emiily,boyle,25.0,bega fl ats,rose valley farm,loganlea,3141,wa,19220406.0,5388162,B_13971
joshua,yeoman,7.0,drysdale circuit,,camp holl,6150,nsw,19791212.0,3599370,B_13972
harrison,reid,32.0,charterisville avenuew,lissoy holdings,lowesdale,2282,qld,19301018.0,9267290,B_13973
annabel,thropr,21.0,airey crescent,galloway,rokeby,4670,vic,19920305.0,2814912,B_13974
hannah,reid,21.0,bisdee street,tall pibes,malvern,2478,qld,19840208.0,1762901,B_13975
cooper,lemke,22.0,albermarle place,iron shoe lodge,thornbury,3802,qld,19881107.0,7332841,B_13976
courtney,painter,12.0,pinkerton circuit,,richlands,4560,vci,19161214.0,4066625,B_13977
talia,wotton,211.0,burn street,gillin park,seymour,821,nsw,19781119.0,8432542,B_13978
calbe,rauseo,1.0,mcshaneiplace,,sanctuary point,3044,nsw,19440927.0,3969191,B_13979
jory,chandler,5.0,wearing street,,chesteq hill,2113,nsw,19381011.0,2421676,B_13980
vianca,rya,5.0,mareeba street,manila,leichhardt,2480,tas,19211205.0,7065063,B_13981
james,,2.0,frome street,diacos caravn prk,sylvtnia,5203,vic,,2532680,B_13982
mollie,castelleri,5.0,jackiehowe crescent,,ardmona,3976,wa,19760616.0,1378454,B_13983
megan,jessup,5.0,wyatt steet,beachfront c aravan park,ringwood,3225,nsw,19010928.0,9738709,B_13984
tiarna,cannell,685.0,deacon close,,fishingupoint,2287,wa,19020305.0,6547713,B_13985
emiily,choi-lunkdberg,10.0,moseley place,gwen awviw rsd,warriewood,2099,vic,19081225.0,8598033,B_13986
taylor,green,30.0,jay place,little tinana,cremorne,3564,wa,19461212.0,1468008,B_13987
ryan,angelina,1.0,andrews street,glenmore,bowming,2221,nsw,19460915.0,3778166,B_13988
grace,dolliver,28.0,geila court,north sta r resort,doyalson,5720,qld,19040326.0,8625522,B_13989
kaitlin,goldsworthy,54.0,,,thirroul,2035,nsw,19640517.0,9127277,B_13990
jayden,,3.0,o'sulliva street,the lodge,mount evelyn,2169,nsw,19331220.0,7133986,B_13991
dylan,jedynak,,genoa s treet,ruthven street,glenhaven,4213,act,19201112.0,1200539,B_13992
emiily,boyle,25.0,bega fl ats,rose valley farm,loganlea,3141,wa,19220406.0,5388162,B_13993
konstantinos,nguyen,56.0,pinda,twamley crescent,wanmiassa,2173,nsw,19730401.0,4155990,B_13994
rhys,mason,49.0,geils couxt,banksiavillage,,5066,wa,19000608.0,7868339,B_13995
jordan,mcmullen,4.0,albermarel place,,northmead,3579,,19291225.0,5611622,B_13996
thomas,harep,68.0,gilderston circuit,canow indra,coffs harbour,4311,nsw,19190206.0,3277988,B_13997
ebert,lachlan,37.0,barcoop lace,low ponds,cirio,3191,sa,19720105.0,4689114,B_13998
reeve,michelmore,3.0,wambaya crescent,war veterans hme,cooloongup,6114,wa,19940723.0,8143187,B_13999
cassadra,eng,117.0,cooks street,moondani,sefton,3207,vic,19570716.0,1718688,B_14000
anthuony,gripton,5.0,wybalena grove,westella,peregian beach,3020,nsw,19890804.0,4803978,B_14001
,hilton,25.0,heard street,craiglyn,blue haven,2616,wa,19550612.0,1212359,B_14002
lilly,sorn,32.0,herschellc ircuit,wongon,box hill south,2913,sa,19441009.0,9287185,B_14003
lucas,daysh,11.0,bolger place,,andrews,4130,vic,19701026.0,7306086,B_14004
michael,sroczek,,chaseling street,marlela,wellington point,2262,wa,19110110.0,8407592,B_14005
emiily,coleman,5.0,burdett crescent,withern house,wanguru,3757,vic,19030123.0,3292797,B_14006
jena,salas,2.0,tasman p lace,kinvarra,netherby,3820,qld,19490605.0,1868937,B_14007
louise,campbell,42.0,melrose drive,fairnolme,king river,2066,qld,19931202.0,3214176,B_14008
mila,burnell,145.0,clutsam place,autum lodge,findo n,3350,tas,19780829.0,1100570,B_14009
james,rankine,7.0,beattie crescent,,north hobart,2072,sa,19030624.0,1444708,B_14010
alexander,vitkunnas,17.0,catani place,kelindy ridge,kilhoy,2285,vic,19991216.0,6469394,B_14011
hague,georgia,5.0,leahy close,,mount warren park,3218,vic,,4151813,B_14012
william,ryan,1.0,fortitude street,hd of solomon,atherton,2206,qld,19520613.0,8994180,B_14013
aikaterina,pacey,146.0,chandler street,,meadow creek,3624,vic,19160205.0,4293148,B_14014
henry,martinello,48.0,fred lane crescent,loo rabil,northawpton,2794,qld,19410617.0,4721399,B_14015
matthew,schuster,1.0,elmslie place,centrefai rplaza,ulladulla,2251,vic,19890911.0,9319732,B_14016
michael,sei,49.0,spain place,heritage est,carine,3802,tas,19520914.0,7908615,B_14017
dingo,juliana,2.0,lance hill avenue,rosrmount,whitfield,4207,qld,19120203.0,3093917,B_14018
emiily,rankine,32.0,blackham street,sapric,campbelltown,5068,vic,19060404.0,3688640,B_14019
abbey,robsn,9.0,burrendong street,ashell,toukley,4003,nsw,19441016.0,6090364,B_14020
compton,dylaen,40.0,neville place,eagle crest,st albans,6285,wa,19600602.0,3323170,B_14021
chelwea,,18.0,crisp circuit,walnut grove estate,seven hills,6311,nsw,19040215.0,4172992,B_14022
destnyii,humphreys,41.0,black street,najee,carrmu,4066,nsw,19810924.0,6458612,B_14023
katie,binns,50.0,,carranta,,3216,qld,19031119.0,1179767,B_14024
lachlan,red,20.0,starkestreet,busbey's flat,caulfield,2611,vic,19600906.0,3614628,B_14025
maya,nevin,351.0,rapanea street,chelseahouse,evanston,2033,,19220204.0,5095261,B_14026
elli,trowse,3.0,bellingham crescent,villa 3d,islington,2650,vic,19220705.0,1676559,B_14027
lavokovic,lucy,8.0,hobartplare,,vermont south,2761,sa,19900925.0,4722145,B_14028
mitchell,crossman,75.0,wakefiel d garden,fairburn park,charlestown,3995,vic,19751101.0,4081790,B_14029
jacob,weaeer,27.0,fergusonfcircuit,braeburn,hoppers crossing,6062,nsw,19231001.0,4297631,B_14030
ah,munyarryun,6.0,lachlan street,iron bark ridge,braddon,2641,nsw,19421130.0,7370167,B_14031
painter,eva,116.0,castleton bcrescent,mawingo,malvern east,3338,nsw,19770419.0,6468703,B_14032
steaven,green,9.0,duigan place,dunbarh ei ghts,pennant hills,7010,qld,19760329.0,8403741,B_14033
sarah,bradshaw,6.0,hallen clise,red tank,mullaloo,2161,vic,19340509.0,9150146,B_14034
emam,geue,1220.0,rumker place,milbrodale,woodend,2429,nsw,19941224.0,3886398,B_14035
taylro,rivers,7.0,dinespalce,john flynn medical centre,prospect,2094,tas,19010909.0,4278751,B_14036
jordan,mirritjawuy,8.0,batchelor street,,applecross,3505,sa,19250215.0,1153859,B_14037
dillon,nettleford,23.0,haskett place,glenbrae,emu plains,822,wa,,6238993,B_14038
ella,wilkins,468.0,hodgson crescent,currandina,ellenbrok,2615,sa,19010903.0,2654739,B_14039
thomas,hare,68.0,gilderston circuit,canow indra,coffs harbour,4311,nsw,19190206.0,3277988,B_14040
joshua,rigly,19.0,east place,kergunyah,kingaroy,3665,vic,19670613.0,4096438,B_14041
lily,collier,47.0,sargood street,amelia,port macquarie,3148,viq,19860413.0,6053604,B_14042
micaela,harrington,9.0,burrinjuckcrescent,loc n 2192,condellwpark,3175,nsw,19971004.0,2317861,B_14043
dominic,jormaaninen,,geeves court,rretamain,,6025,vic,19880214.0,7639310,B_14044
jacob,watts-endresz,6.0,maranoastreet,rubern cottage,cowra,2046,qld,19400708.0,4839060,B_14045
wevill,barnaby,26.0,,sec 692,girgarre,2165,qld,19741112.0,3879376,B_14046
thomaus,campbell,35.0,lethbridge street,scenic lodge,paddington,2450,nsw,19610710.0,5974512,B_14047
sophie,mcilar,10.0,steinwedl street,ponderosa,geelong ast,3550,qld,19640509.0,4135696,B_14048
cooper,kerrod,,irvin e street,lorong kspong,goodna,2176,vic,19870610.0,1351213,B_14049
sophie,ballantyne,32.0,solomon crescent,ill a 3,whittington,3223,nsw,19111219.0,8261379,B_14050
michael,chigros,8.0,beasley street,gypsumpit,murrumbateman,3930,vic,19380317.0,5018010,B_14051
schmitzer,zachariah,5.0,alford place,rosetta village,budgewoi,5052,wa,19560103.0,3180656,B_14052
abbey,colquhoun,21.0,buntine crescent,glen e den,thornlie,2390,nsw,19960607.0,7703106,B_14053
caleb,roberts-yates,40.0,millpost close,bandera,cobar,3500,qld,19670914.0,5399448,B_14054
max,rei,6.0,jamieson crescent,locn 2192,unanderra,2031,qld,19980521.0,3469031,B_14055
kyle,hawes,6.0,len waters street,castlesood,greensorough,3171,nsw,19090430.0,5553221,B_14056
emma,white,1.0,eaglemon retreat,glenmore,eight mile plains,3025,vic,19600613.0,4488560,B_14057
sophie,finlay,7.0,badimara street,ewlyamartu farm,ringwood,2064,sa,19230607.0,3775980,B_14058
joshua,webb,63.0,decker place,docker rivercommunity,morphettville,2423,nsw,19690619.0,9196315,B_14059
indiana,clarje,9.0,wade street,,llandilo,2077,qld,19450816.0,7669254,B_14060
mia,white,6.0,theodore street,calaltobta,haddon,2905,nsw,19640403.0,5969084,B_14061
matthew,green,6.0,tanner place,beltrasna angus stud,oakleihg east,5607,nsw,19650218.0,1267406,B_14062
connor,paine,10.0,adair strret,,warre n,3194,,19140306.0,5213108,B_14063
,cumiang,9.0,albermarle place,harkness stationu,natimuk,3158,nsw,19911129.0,2315316,B_14064
pakiita,alderson,17.0,canberra centre (next to medicare),tinaro ofalls,brighton-oe-sands,2496,sa,19710808.0,6651011,B_14065
brndon,goode,27.0,,,paddington,3141,vic,19621216.0,7982044,B_14066
capurso,angelica,3.0,heales place,coulter court,mclarenyvale,2166,act,19840719.0,7201624,B_14067
webb,hari,1.0,throssell street,yalyani,springfield,5108,sa,19270216.0,3864525,B_14068
william,matthews,5205.0,tunney crescent,rainbow downs,andergrove,2164,nsw,19981106.0,7834791,B_14069
stelio,minter,23.0,mehaffey rescent,airforce memofial estatei,roleystone,2456,nsw,19540125.0,3373062,B_14070
finn,eckersley-maslin,2.0,ebden sgreet,kondalilla,harden,6564,nsw,19360522.0,9218750,B_14071
chevonne,montakvo,42.0,baskerville street,kangaro o grnd,ventnor,2310,vic,19620511.0,7935536,B_14072
alexandpra,strers,38.0,banambils street,,taree,2820,vic,19560329.0,6925665,B_14073
chloe,lamacka,32.0,harriot road,,bongaree,7310,nss,19350813.0,7704327,B_14074
ruby,vincent,1.0,gawler cerscent,knmre street,graceville,3585,nsw,19700602.0,6532162,B_14075
millane,laundon,14.0,forbes s treet,red cross units,auburn,2035,nsw,19150209.0,6060013,B_14076
sarah,mccartnhy,38.0,nealie place,sunny braes,north ward,4017,qld,19130115.0,6511805,B_14077
ethan,hand,1.0,lambrigg sitreet,rainmore,sout perth,5075,vic,19411222.0,3559682,B_14078
jad en,brmmy,22.0,blackett crescent,parry house,keilor east,2536,tas,19620916.0,3934199,B_14079
dylan,robson,60.0,grimshaw treet,wallendoo n station,slack screek,3199,sa,19741003.0,4302323,B_14080
stephanie,noble,31.0,page dtreet,brentwood village,kogarah,5295,nsw,19800617.0,4763017,B_14081
kydan,edson,1714.0,lexcen avenue,wirraway,tuart hill,2519,vic,19581231.0,6695038,B_14082
ilam,tschitrpig,61.0,biffin sreet,,blacktown,2221,nsw,19970528.0,6098354,B_14083
stephanie,heidrich,43.0,zamia place,cooroora,hyde park,6101,qld,19300222.0,7559482,B_14084
,bazley,14.0,pennefather street,the willotws,greensbrough,4209,wa,19110509.0,7072734,B_14085
harley,white,79.0,mcelhone court,abbaston,harbord,2360,tas,19480318.0,5946514,B_14086
emiily,kutschki,,ebden street,colleton,elwood,2425,nsw,19451004.0,3187789,B_14087
jacqueline,verco,11.0,girdlestone circuit,kingston tower,cliftons prings,4152,,19340706.0,1075870,B_14088
ellen,campbell,24.0,giles street,avalyn,bull creek,5048,nsw,19560304.0,7223186,B_14089
emiily,cambell,12.0,mokoan place,rosettzv illage,balwyn north,3551,vic,19580917.0,3440031,B_14090
kobe,brock,14.0,folingsby street,yarrandale,coonamble,4575,qld,19941016.0,6183698,B_14091
renai,byers,31.0,goyder street,,yankalilla,6722,vic,19760805.0,7669938,B_14092
henry,macgowan,5.0,wynn pulace,parry she,belmoxt,5266,qld,19080417.0,1834795,B_14093
dominic,aldedrson,309.0,clamp place,,bundamba,2767,sa,19871130.0,1163272,B_14094
logan,dzino,46.0,marungaliavenue,medical centre,mount victoria,2075,nsw,19841102.0,5947755,B_14095
tyler,pasoce,4.0,blackburn street,henry kendlal bayside,ivanhoe,4221,vic,19740817.0,8405096,B_14096
,rei,147.0,marr sreet,walkers orchard,arthurs creek,7330,nsw,19240712.0,7585720,B_14097
lewis,coleman,9.0,northbourne venue,our folly,toowoomba,2145,nsw,19341227.0,4576898,B_14098
isabeole,,14.0,larkin close,naringal orchard,box hill south,2406,nsw,19440723.0,3423612,B_14099
indyana,wojciecohwski,13.0,crofts crescent,rosetta village,meringandan,2095,qld,19241023.0,7357292,B_14100
emma,madigan,15.0,blackwellcircuit,tintagel,dianella,820,sa,19871218.0,5096835,B_14101
ashleigh,droegemueller,8.0,callaghan street,osmers,adamst own,3070,nsw,19300808.0,1309189,B_14102
jessie,rei,44.0,eureka,nambucca street,bundabreg,6111,wa,19020723.0,6219878,B_14103
vanevssa,bishop,5.0,pethebridge street,willaroo,burnett heads,6167,qld,19780125.0,9592570,B_14104
georgia,beams,12.0,,sunnybank garden,rochedale south,2116,vic,19701121.0,4356806,B_14105
stephanie,noble,31.0,page dtreet,brentwood village,kogarah,5295,nsw,19800617.0,4763017,B_14106
william,white,34.0,mortlock circuit,ponder ossa,chinchilla,3156,sa,19800517.0,1549841,B_14107
lewis,portlok,11.0,english court,,burwood,2452,nsw,19240603.0,6036701,B_14108
liley,rid,27.0,tyrrell circuit,bright view,port sorell,2578,sa,19680620.0,2026273,B_14109
alessia,krajnc,30.0,fergusson crescent,kalga,shorewell park,5044,nsw,19421102.0,4012486,B_14110
chloe,condo,36.0,yabsley place,munmurar park,mackay north,5082,nsw,19170115.0,7153959,B_14111
jaems,hefford,59.0,tuckett place,,west wollongong,2228,nsw,19591227.0,4834804,B_14112
flynn,sideris,17.0,bundey street,,spearwood,5016,vic,19030310.0,3067715,B_14113
daniele,campbell,20.0,freehillstreet,,towrafgi,7000,vic,19400817.0,6050678,B_14114
kiara,drechslerj,2.0,shackleton circuit,glenvi ew,bulimbag,4064,tas,19590816.0,5052016,B_14115
michaeli,coulson,78.0,,,marsden,3546,vic,19680508.0,6597953,B_14116
abigail,whisson,,davenport street,,joondanna,6602,qld,19140828.0,3039182,B_14117
thomas,ryan,8.0,mereditheircuit,silkhush,dunsborough,4215,vic,19270409.0,7468430,B_14118
